MedName,LightSen,Date,StockOut,StockIn,Stock
Cefuroxim Mylan 500 mg,Yes,6/06/2015,-8,15,137
Cefuroxim Mylan 500 mg,Yes,7/06/2015,-15,10,132
Cefuroxim Mylan 500 mg,Yes,8/06/2015,-9,5,128
Cefuroxim Mylan 500 mg,Yes,9/06/2015,-5,5,128
Cefuroxim Mylan 500 mg,Yes,10/06/2015,0,0,128
Cefuroxim Mylan 500 mg,Yes,11/06/2015,-9,5,124
Cefuroxim Mylan 500 mg,Yes,12/06/2015,-8,10,126
Cefuroxim Mylan 500 mg,Yes,13/06/2015,-10,5,121
Cefuroxim Mylan 500 mg,Yes,14/06/2015,-10,0,111
Cefuroxim Mylan 500 mg,Yes,15/06/2015,-14,10,107
Cefuroxim Mylan 500 mg,Yes,16/06/2015,-12,10,105
Cefuroxim Mylan 500 mg,Yes,17/06/2015,-7,15,113
Cefuroxim Mylan 500 mg,Yes,18/06/2015,-12,0,101
Cefuroxim Mylan 500 mg,Yes,19/06/2015,-7,0,94
Cefuroxim Mylan 500 mg,Yes,20/06/2015,-9,5,90
Cefuroxim Mylan 500 mg,Yes,21/06/2015,-15,0,75
Cefuroxim Mylan 500 mg,Yes,22/06/2015,-15,5,65
Cefuroxim Mylan 500 mg,Yes,23/06/2015,-11,15,69
Cefuroxim Mylan 500 mg,Yes,24/06/2015,-2,0,67
Cefuroxim Mylan 500 mg,Yes,25/06/2015,0,10,77
Cefuroxim Mylan 500 mg,Yes,26/06/2015,-15,10,72
Cefuroxim Mylan 500 mg,Yes,27/06/2015,-14,5,63
Cefuroxim Mylan 500 mg,Yes,28/06/2015,-2,15,76
Cefuroxim Mylan 500 mg,Yes,29/06/2015,-4,15,87
Cefuroxim Mylan 500 mg,Yes,30/06/2015,-1,5,91
Cefuroxim Mylan 500 mg,Yes,1/07/2015,-6,15,100
Cefuroxim Mylan 500 mg,Yes,2/07/2015,-3,5,102
Cefuroxim Mylan 500 mg,Yes,3/07/2015,-11,5,96
Cefuroxim Mylan 500 mg,Yes,4/07/2015,-14,5,87
Cefuroxim Mylan 500 mg,Yes,5/07/2015,-10,0,77
Cefuroxim Mylan 500 mg,Yes,6/07/2015,-15,0,62
Cefuroxim Mylan 500 mg,Yes,7/07/2015,-6,15,71
Cefuroxim Mylan 500 mg,Yes,8/07/2015,-13,5,63
Cefuroxim Mylan 500 mg,Yes,9/07/2015,-4,10,69
Cefuroxim Mylan 500 mg,Yes,10/07/2015,-2,15,82
Cefuroxim Mylan 500 mg,Yes,11/07/2015,-11,5,76
Cefuroxim Mylan 500 mg,Yes,12/07/2015,-13,10,73
Cefuroxim Mylan 500 mg,Yes,13/07/2015,-12,15,76
Cefuroxim Mylan 500 mg,Yes,14/07/2015,-3,15,88
Cefuroxim Mylan 500 mg,Yes,15/07/2015,-7,15,96
Cefuroxim Mylan 500 mg,Yes,16/07/2015,-3,10,103
Cefuroxim Mylan 500 mg,Yes,17/07/2015,-9,5,99
Cefuroxim Mylan 500 mg,Yes,18/07/2015,-2,5,102
Cefuroxim Mylan 500 mg,Yes,19/07/2015,-2,5,105
Cefuroxim Mylan 500 mg,Yes,20/07/2015,-4,15,116
Cefuroxim Mylan 500 mg,Yes,21/07/2015,-11,0,105
Cefuroxim Mylan 500 mg,Yes,22/07/2015,-2,10,113
Cefuroxim Mylan 500 mg,Yes,23/07/2015,-10,5,108
Cefuroxim Mylan 500 mg,Yes,24/07/2015,-14,0,94
Cefuroxim Mylan 500 mg,Yes,25/07/2015,-9,0,85
Cefuroxim Mylan 500 mg,Yes,26/07/2015,-11,15,89
Cefuroxim Mylan 500 mg,Yes,27/07/2015,-9,10,90
Cefuroxim Mylan 500 mg,Yes,28/07/2015,-3,15,102
Cefuroxim Mylan 500 mg,Yes,29/07/2015,-1,15,116
Cefuroxim Mylan 500 mg,Yes,30/07/2015,-15,5,106
Cefuroxim Mylan 500 mg,Yes,31/07/2015,-13,5,98
Cefuroxim Mylan 500 mg,Yes,1/08/2015,-7,5,96
Cefuroxim Mylan 500 mg,Yes,2/08/2015,-3,10,103
Cefuroxim Mylan 500 mg,Yes,3/08/2015,-5,10,108
Cefuroxim Mylan 500 mg,Yes,4/08/2015,-11,10,107
Cefuroxim Mylan 500 mg,Yes,5/08/2015,0,5,112
Cefuroxim Mylan 500 mg,Yes,6/08/2015,-10,15,117
Cefuroxim Mylan 500 mg,Yes,7/08/2015,-5,5,117
Cefuroxim Mylan 500 mg,Yes,8/08/2015,-4,0,113
Cefuroxim Mylan 500 mg,Yes,9/08/2015,-14,10,109
Cefuroxim Mylan 500 mg,Yes,10/08/2015,-2,15,122
Cefuroxim Mylan 500 mg,Yes,11/08/2015,-4,0,118
Cefuroxim Mylan 500 mg,Yes,12/08/2015,-3,10,125
Cefuroxim Mylan 500 mg,Yes,13/08/2015,-4,10,131
Cefuroxim Mylan 500 mg,Yes,14/08/2015,-2,0,129
Cefuroxim Mylan 500 mg,Yes,15/08/2015,-14,5,120
Cefuroxim Mylan 500 mg,Yes,16/08/2015,-13,10,117
Cefuroxim Mylan 500 mg,Yes,17/08/2015,0,5,122
Cefuroxim Mylan 500 mg,Yes,18/08/2015,-4,0,118
Cefuroxim Mylan 500 mg,Yes,19/08/2015,-3,5,120
Cefuroxim Mylan 500 mg,Yes,20/08/2015,0,5,125
Cefuroxim Mylan 500 mg,Yes,21/08/2015,-8,5,122
Cefuroxim Mylan 500 mg,Yes,22/08/2015,-12,0,110
Cefuroxim Mylan 500 mg,Yes,23/08/2015,-6,10,114
Cefuroxim Mylan 500 mg,Yes,24/08/2015,-1,10,123
Cefuroxim Mylan 500 mg,Yes,25/08/2015,-15,0,108
Cefuroxim Mylan 500 mg,Yes,26/08/2015,-8,10,110
Cefuroxim Mylan 500 mg,Yes,27/08/2015,-11,15,114
Cefuroxim Mylan 500 mg,Yes,28/08/2015,-5,15,124
Cefuroxim Mylan 500 mg,Yes,29/08/2015,-6,15,133
Cefuroxim Mylan 500 mg,Yes,30/08/2015,-11,15,137
Cefuroxim Mylan 500 mg,Yes,31/08/2015,-15,5,127
Cefuroxim Mylan 500 mg,Yes,1/09/2015,-2,15,140
Cefuroxim Mylan 500 mg,Yes,2/09/2015,-13,0,127
Cefuroxim Mylan 500 mg,Yes,3/09/2015,-14,5,118
Cefuroxim Mylan 500 mg,Yes,4/09/2015,-7,10,121
Cefuroxim Mylan 500 mg,Yes,5/09/2015,-3,15,133
Cefuroxim Mylan 500 mg,Yes,6/09/2015,-12,15,136
Cefuroxim Mylan 500 mg,Yes,7/09/2015,-5,10,141
Cefuroxim Mylan 500 mg,Yes,8/09/2015,-1,15,155
Cefuroxim Mylan 500 mg,Yes,9/09/2015,0,15,170
Cefuroxim Mylan 500 mg,Yes,10/09/2015,-1,0,169
Cefuroxim Mylan 500 mg,Yes,11/09/2015,-8,0,161
Cefuroxim Mylan 500 mg,Yes,12/09/2015,-10,5,156
Cefuroxim Mylan 500 mg,Yes,13/09/2015,-14,10,152
Cefuroxim Mylan 500 mg,Yes,14/09/2015,-11,15,156
Cefuroxim Mylan 500 mg,Yes,15/09/2015,-4,0,152
Cefuroxim Mylan 500 mg,Yes,16/09/2015,-6,10,156
Cefuroxim Mylan 500 mg,Yes,17/09/2015,-12,5,149
Cefuroxim Mylan 500 mg,Yes,18/09/2015,-12,0,137
Cefuroxim Mylan 500 mg,Yes,19/09/2015,-5,10,142
Cefuroxim Mylan 500 mg,Yes,20/09/2015,-11,5,136
Cefuroxim Mylan 500 mg,Yes,21/09/2015,-11,0,125
Cefuroxim Mylan 500 mg,Yes,22/09/2015,-15,0,110
Cefuroxim Mylan 500 mg,Yes,23/09/2015,-4,15,121
Cefuroxim Mylan 500 mg,Yes,24/09/2015,-4,10,127
Cefuroxim Mylan 500 mg,Yes,25/09/2015,-8,5,124
Cefuroxim Mylan 500 mg,Yes,26/09/2015,-1,0,123
Cefuroxim Mylan 500 mg,Yes,27/09/2015,-15,10,118
Cefuroxim Mylan 500 mg,Yes,28/09/2015,-11,10,117
Cefuroxim Mylan 500 mg,Yes,29/09/2015,-2,5,120
Cefuroxim Mylan 500 mg,Yes,30/09/2015,-1,0,119
Cefuroxim Mylan 500 mg,Yes,1/10/2015,-3,15,131
Cefuroxim Mylan 500 mg,Yes,2/10/2015,-2,5,134
Cefuroxim Mylan 500 mg,Yes,3/10/2015,-5,0,129
Cefuroxim Mylan 500 mg,Yes,4/10/2015,-7,0,122
Cefuroxim Mylan 500 mg,Yes,5/10/2015,-6,5,121
Cefuroxim Mylan 500 mg,Yes,6/10/2015,-9,15,127
Cefuroxim Mylan 500 mg,Yes,7/10/2015,-6,10,131
Cefuroxim Mylan 500 mg,Yes,8/10/2015,-8,0,123
Cefuroxim Mylan 500 mg,Yes,9/10/2015,-11,15,127
Cefuroxim Mylan 500 mg,Yes,10/10/2015,-7,5,125
Cefuroxim Mylan 500 mg,Yes,11/10/2015,-12,0,113
Cefuroxim Mylan 500 mg,Yes,12/10/2015,-15,15,113
Cefuroxim Mylan 500 mg,Yes,13/10/2015,-10,15,118
Cefuroxim Mylan 500 mg,Yes,14/10/2015,-10,0,108
Cefuroxim Mylan 500 mg,Yes,15/10/2015,-15,15,108
Cefuroxim Mylan 500 mg,Yes,16/10/2015,-5,10,113
Cefuroxim Mylan 500 mg,Yes,17/10/2015,-5,15,123
Cefuroxim Mylan 500 mg,Yes,18/10/2015,-4,15,134
Cefuroxim Mylan 500 mg,Yes,19/10/2015,-14,10,130
Cefuroxim Mylan 500 mg,Yes,20/10/2015,-12,15,133
Cefuroxim Mylan 500 mg,Yes,21/10/2015,-11,5,127
Cefuroxim Mylan 500 mg,Yes,22/10/2015,-4,10,133
Cefuroxim Mylan 500 mg,Yes,23/10/2015,-7,0,126
Cefuroxim Mylan 500 mg,Yes,24/10/2015,-2,0,124
Cefuroxim Mylan 500 mg,Yes,25/10/2015,0,10,134
Cefuroxim Mylan 500 mg,Yes,26/10/2015,-6,10,138
Cefuroxim Mylan 500 mg,Yes,27/10/2015,-6,15,147
Cefuroxim Mylan 500 mg,Yes,28/10/2015,-4,0,143
Cefuroxim Mylan 500 mg,Yes,29/10/2015,-11,10,142
Cefuroxim Mylan 500 mg,Yes,30/10/2015,-10,10,142
Cefuroxim Mylan 500 mg,Yes,31/10/2015,-10,10,142
Cefuroxim Mylan 500 mg,Yes,1/11/2015,-15,10,137
Cefuroxim Mylan 500 mg,Yes,2/11/2015,-4,10,143
Cefuroxim Mylan 500 mg,Yes,3/11/2015,-15,10,138
Cefuroxim Mylan 500 mg,Yes,4/11/2015,-2,15,151
Cefuroxim Mylan 500 mg,Yes,5/11/2015,-7,5,149
Cefuroxim Mylan 500 mg,Yes,6/11/2015,-6,0,143
Cefuroxim Mylan 500 mg,Yes,7/11/2015,-9,0,134
Cefuroxim Mylan 500 mg,Yes,8/11/2015,-5,10,139
Cefuroxim Mylan 500 mg,Yes,9/11/2015,-12,0,127
Cefuroxim Mylan 500 mg,Yes,10/11/2015,-5,15,137
Cefuroxim Mylan 500 mg,Yes,11/11/2015,-11,15,141
Cefuroxim Mylan 500 mg,Yes,12/11/2015,-14,10,137
Cefuroxim Mylan 500 mg,Yes,13/11/2015,-10,10,137
Cefuroxim Mylan 500 mg,Yes,14/11/2015,-15,10,132
Cefuroxim Mylan 500 mg,Yes,15/11/2015,-1,5,136
Cefuroxim Mylan 500 mg,Yes,16/11/2015,-14,5,127
Cefuroxim Mylan 500 mg,Yes,17/11/2015,-13,5,119
Cefuroxim Mylan 500 mg,Yes,18/11/2015,-11,5,113
Cefuroxim Mylan 500 mg,Yes,19/11/2015,-15,10,108
Cefuroxim Mylan 500 mg,Yes,20/11/2015,-3,0,105
Cefuroxim Mylan 500 mg,Yes,21/11/2015,-1,0,104
Cefuroxim Mylan 500 mg,Yes,22/11/2015,-9,10,105
Cefuroxim Mylan 500 mg,Yes,23/11/2015,-9,5,101
Cefuroxim Mylan 500 mg,Yes,24/11/2015,-14,10,97
Cefuroxim Mylan 500 mg,Yes,25/11/2015,-12,5,90
Cefuroxim Mylan 500 mg,Yes,26/11/2015,-2,10,98
Cefuroxim Mylan 500 mg,Yes,27/11/2015,0,15,113
Cefuroxim Mylan 500 mg,Yes,28/11/2015,-9,10,114
Cefuroxim Mylan 500 mg,Yes,29/11/2015,-4,10,120
Cefuroxim Mylan 500 mg,Yes,30/11/2015,-11,15,124
Cefuroxim Mylan 500 mg,Yes,1/12/2015,-15,5,114
Cefuroxim Mylan 500 mg,Yes,2/12/2015,-3,15,126
Cefuroxim Mylan 500 mg,Yes,3/12/2015,-7,15,134
Cefuroxim Mylan 500 mg,Yes,4/12/2015,0,10,144
Cefuroxim Mylan 500 mg,Yes,5/12/2015,-9,0,135
Cefuroxim Mylan 500 mg,Yes,6/12/2015,0,15,150
Cefuroxim Mylan 500 mg,Yes,7/12/2015,-11,5,144
Cefuroxim Mylan 500 mg,Yes,8/12/2015,-6,10,148
Cefuroxim Mylan 500 mg,Yes,9/12/2015,-14,10,144
Cefuroxim Mylan 500 mg,Yes,10/12/2015,-11,15,148
Cefuroxim Mylan 500 mg,Yes,11/12/2015,-4,15,159
Cefuroxim Mylan 500 mg,Yes,12/12/2015,-2,5,162
Cefuroxim Mylan 500 mg,Yes,13/12/2015,-5,0,157
Cefuroxim Mylan 500 mg,Yes,14/12/2015,-2,15,170
Cefuroxim Mylan 500 mg,Yes,15/12/2015,-9,10,171
Cefuroxim Mylan 500 mg,Yes,16/12/2015,-4,5,172
Cefuroxim Mylan 500 mg,Yes,17/12/2015,0,15,187
Cefuroxim Mylan 500 mg,Yes,18/12/2015,-9,0,178
Cefuroxim Mylan 500 mg,Yes,19/12/2015,-8,5,175
Cefuroxim Mylan 500 mg,Yes,20/12/2015,-11,10,174
Cefuroxim Mylan 500 mg,Yes,21/12/2015,-13,15,176
Cefuroxim Mylan 500 mg,Yes,22/12/2015,-6,15,185
Cefuroxim Mylan 500 mg,Yes,23/12/2015,-2,15,198
Cefuroxim Mylan 500 mg,Yes,24/12/2015,-13,0,185
Cefuroxim Mylan 500 mg,Yes,25/12/2015,-12,0,173
Cefuroxim Mylan 500 mg,Yes,26/12/2015,-3,15,185
Cefuroxim Mylan 500 mg,Yes,27/12/2015,-8,10,187
Cefuroxim Mylan 500 mg,Yes,28/12/2015,-7,0,180
Cefuroxim Mylan 500 mg,Yes,29/12/2015,-1,5,184
Cefuroxim Mylan 500 mg,Yes,30/12/2015,-14,10,180
Cefuroxim Mylan 500 mg,Yes,31/12/2015,-13,10,177
Certican 0.25 mg,Yes,1/01/2015,-12,50,38
Certican 0.25 mg,Yes,2/01/2015,-2,15,51
Certican 0.25 mg,Yes,3/01/2015,-15,15,51
Certican 0.25 mg,Yes,4/01/2015,-10,0,41
Certican 0.25 mg,Yes,5/01/2015,0,0,41
Certican 0.25 mg,Yes,6/01/2015,-5,15,51
Certican 0.25 mg,Yes,7/01/2015,-3,5,53
Certican 0.25 mg,Yes,8/01/2015,-1,0,52
Certican 0.25 mg,Yes,9/01/2015,-8,15,59
Certican 0.25 mg,Yes,10/01/2015,-8,0,51
Certican 0.25 mg,Yes,11/01/2015,-8,10,53
Certican 0.25 mg,Yes,12/01/2015,-1,10,62
Certican 0.25 mg,Yes,13/01/2015,-8,0,54
Certican 0.25 mg,Yes,14/01/2015,-2,5,57
Certican 0.25 mg,Yes,15/01/2015,-3,0,54
Certican 0.25 mg,Yes,16/01/2015,-11,10,53
Certican 0.25 mg,Yes,17/01/2015,-11,15,57
Certican 0.25 mg,Yes,18/01/2015,-8,0,49
Certican 0.25 mg,Yes,19/01/2015,-6,5,48
Certican 0.25 mg,Yes,20/01/2015,-2,15,61
Certican 0.25 mg,Yes,21/01/2015,-14,0,47
Certican 0.25 mg,Yes,22/01/2015,-2,10,55
Certican 0.25 mg,Yes,23/01/2015,-12,15,58
Certican 0.25 mg,Yes,24/01/2015,-6,10,62
Certican 0.25 mg,Yes,25/01/2015,-12,0,50
Certican 0.25 mg,Yes,26/01/2015,-12,15,53
Certican 0.25 mg,Yes,27/01/2015,-10,10,53
Certican 0.25 mg,Yes,28/01/2015,-8,10,55
Certican 0.25 mg,Yes,29/01/2015,-9,5,51
Certican 0.25 mg,Yes,30/01/2015,-9,10,52
Certican 0.25 mg,Yes,31/01/2015,-4,5,53
Certican 0.25 mg,Yes,1/02/2015,-12,15,56
Certican 0.25 mg,Yes,2/02/2015,-3,10,63
Certican 0.25 mg,Yes,3/02/2015,-4,15,74
Certican 0.25 mg,Yes,4/02/2015,-8,15,81
Certican 0.25 mg,Yes,5/02/2015,-1,15,95
Certican 0.25 mg,Yes,6/02/2015,-8,5,92
Certican 0.25 mg,Yes,7/02/2015,-13,0,79
Certican 0.25 mg,Yes,8/02/2015,-10,0,69
Certican 0.25 mg,Yes,9/02/2015,-5,5,69
Certican 0.25 mg,Yes,10/02/2015,-8,10,71
Certican 0.25 mg,Yes,11/02/2015,-4,10,77
Certican 0.25 mg,Yes,12/02/2015,-9,15,83
Certican 0.25 mg,Yes,13/02/2015,0,10,93
Certican 0.25 mg,Yes,14/02/2015,-2,10,101
Certican 0.25 mg,Yes,15/02/2015,-14,15,102
Certican 0.25 mg,Yes,16/02/2015,-15,15,102
Certican 0.25 mg,Yes,17/02/2015,-10,5,97
Certican 0.25 mg,Yes,18/02/2015,-4,15,108
Certican 0.25 mg,Yes,19/02/2015,-13,15,110
Certican 0.25 mg,Yes,20/02/2015,0,5,115
Certican 0.25 mg,Yes,21/02/2015,-12,15,118
Certican 0.25 mg,Yes,22/02/2015,-3,5,120
Certican 0.25 mg,Yes,23/02/2015,-6,10,124
Certican 0.25 mg,Yes,24/02/2015,-5,0,119
Certican 0.25 mg,Yes,25/02/2015,-15,15,119
Certican 0.25 mg,Yes,26/02/2015,-1,15,133
Certican 0.25 mg,Yes,27/02/2015,-4,10,139
Certican 0.25 mg,Yes,28/02/2015,-5,10,144
Certican 0.25 mg,Yes,1/03/2015,-3,0,141
Certican 0.25 mg,Yes,2/03/2015,-3,5,143
Certican 0.25 mg,Yes,3/03/2015,-11,5,137
Certican 0.25 mg,Yes,4/03/2015,-5,0,132
Certican 0.25 mg,Yes,5/03/2015,-12,15,135
Certican 0.25 mg,Yes,6/03/2015,-4,5,136
Certican 0.25 mg,Yes,7/03/2015,-4,10,142
Certican 0.25 mg,Yes,8/03/2015,-11,5,136
Certican 0.25 mg,Yes,9/03/2015,-12,10,134
Certican 0.25 mg,Yes,10/03/2015,-3,15,146
Certican 0.25 mg,Yes,11/03/2015,-9,15,152
Certican 0.25 mg,Yes,12/03/2015,-4,0,148
Certican 0.25 mg,Yes,13/03/2015,-6,15,157
Certican 0.25 mg,Yes,14/03/2015,-9,10,158
Certican 0.25 mg,Yes,15/03/2015,-7,10,161
Certican 0.25 mg,Yes,16/03/2015,-12,5,154
Certican 0.25 mg,Yes,17/03/2015,-12,5,147
Certican 0.25 mg,Yes,18/03/2015,-9,0,138
Certican 0.25 mg,Yes,19/03/2015,-12,5,131
Certican 0.25 mg,Yes,20/03/2015,-4,0,127
Certican 0.25 mg,Yes,21/03/2015,0,5,132
Certican 0.25 mg,Yes,22/03/2015,-2,10,140
Certican 0.25 mg,Yes,23/03/2015,-12,15,143
Certican 0.25 mg,Yes,24/03/2015,-5,15,153
Certican 0.25 mg,Yes,25/03/2015,-13,10,150
Certican 0.25 mg,Yes,26/03/2015,-9,15,156
Certican 0.25 mg,Yes,27/03/2015,-12,15,159
Certican 0.25 mg,Yes,28/03/2015,-3,5,161
Certican 0.25 mg,Yes,29/03/2015,-12,0,149
Certican 0.25 mg,Yes,30/03/2015,-7,5,147
Certican 0.25 mg,Yes,31/03/2015,-12,10,145
Certican 0.25 mg,Yes,1/04/2015,-1,0,144
Certican 0.25 mg,Yes,2/04/2015,-6,15,153
Certican 0.25 mg,Yes,3/04/2015,-1,5,157
Certican 0.25 mg,Yes,4/04/2015,-15,15,157
Certican 0.25 mg,Yes,5/04/2015,-7,5,155
Certican 0.25 mg,Yes,6/04/2015,-15,10,150
Certican 0.25 mg,Yes,7/04/2015,-10,5,145
Certican 0.25 mg,Yes,8/04/2015,-4,15,156
Certican 0.25 mg,Yes,9/04/2015,-14,15,157
Certican 0.25 mg,Yes,10/04/2015,-9,5,153
Certican 0.25 mg,Yes,11/04/2015,-5,5,153
Certican 0.25 mg,Yes,12/04/2015,-10,15,158
Certican 0.25 mg,Yes,13/04/2015,-15,5,148
Certican 0.25 mg,Yes,14/04/2015,-2,5,151
Certican 0.25 mg,Yes,15/04/2015,-13,10,148
Certican 0.25 mg,Yes,16/04/2015,-1,10,157
Certican 0.25 mg,Yes,17/04/2015,-7,10,160
Certican 0.25 mg,Yes,18/04/2015,-12,10,158
Certican 0.25 mg,Yes,19/04/2015,-4,0,154
Certican 0.25 mg,Yes,20/04/2015,-1,15,168
Certican 0.25 mg,Yes,21/04/2015,-10,10,168
Certican 0.25 mg,Yes,22/04/2015,-8,0,160
Certican 0.25 mg,Yes,23/04/2015,-15,0,145
Certican 0.25 mg,Yes,24/04/2015,-9,0,136
Certican 0.25 mg,Yes,25/04/2015,-6,10,140
Certican 0.25 mg,Yes,26/04/2015,-9,10,141
Certican 0.25 mg,Yes,27/04/2015,-13,5,133
Certican 0.25 mg,Yes,28/04/2015,-8,10,135
Certican 0.25 mg,Yes,29/04/2015,-4,10,141
Certican 0.25 mg,Yes,30/04/2015,-10,0,131
Certican 0.25 mg,Yes,1/05/2015,-11,10,130
Certican 0.25 mg,Yes,2/05/2015,-13,5,122
Certican 0.25 mg,Yes,3/05/2015,-1,10,131
Certican 0.25 mg,Yes,4/05/2015,-7,5,129
Certican 0.25 mg,Yes,5/05/2015,-2,15,142
Certican 0.25 mg,Yes,6/05/2015,-7,15,150
Certican 0.25 mg,Yes,7/05/2015,-15,0,135
Certican 0.25 mg,Yes,8/05/2015,-12,15,138
Certican 0.25 mg,Yes,9/05/2015,-2,0,136
Certican 0.25 mg,Yes,10/05/2015,-3,5,138
Certican 0.25 mg,Yes,11/05/2015,0,0,138
Certican 0.25 mg,Yes,12/05/2015,-10,15,143
Certican 0.25 mg,Yes,13/05/2015,-7,10,146
Certican 0.25 mg,Yes,14/05/2015,0,5,151
Certican 0.25 mg,Yes,15/05/2015,-13,0,138
Certican 0.25 mg,Yes,16/05/2015,-15,10,133
Certican 0.25 mg,Yes,17/05/2015,-1,5,137
Certican 0.25 mg,Yes,18/05/2015,-9,15,143
Certican 0.25 mg,Yes,19/05/2015,-11,5,137
Certican 0.25 mg,Yes,20/05/2015,-1,10,146
Certican 0.25 mg,Yes,21/05/2015,-11,5,140
Certican 0.25 mg,Yes,22/05/2015,-1,5,144
Certican 0.25 mg,Yes,23/05/2015,-7,0,137
Certican 0.25 mg,Yes,24/05/2015,-13,10,134
Certican 0.25 mg,Yes,25/05/2015,-14,0,120
Certican 0.25 mg,Yes,26/05/2015,-9,15,126
Certican 0.25 mg,Yes,27/05/2015,-4,10,132
Certican 0.25 mg,Yes,28/05/2015,-4,15,143
Certican 0.25 mg,Yes,29/05/2015,-10,10,143
Certican 0.25 mg,Yes,30/05/2015,-5,5,143
Certican 0.25 mg,Yes,31/05/2015,-3,15,155
Certican 0.25 mg,Yes,1/06/2015,-4,15,166
Certican 0.25 mg,Yes,2/06/2015,0,10,176
Certican 0.25 mg,Yes,3/06/2015,-5,15,186
Certican 0.25 mg,Yes,4/06/2015,-2,0,184
Certican 0.25 mg,Yes,5/06/2015,-11,15,188
Certican 0.25 mg,Yes,6/06/2015,-12,0,176
Certican 0.25 mg,Yes,7/06/2015,-6,5,175
Certican 0.25 mg,Yes,8/06/2015,-3,5,177
Certican 0.25 mg,Yes,9/06/2015,-5,5,177
Certican 0.25 mg,Yes,10/06/2015,-9,10,178
Certican 0.25 mg,Yes,11/06/2015,-4,0,174
Certican 0.25 mg,Yes,12/06/2015,-5,0,169
Certican 0.25 mg,Yes,13/06/2015,-1,15,183
Certican 0.25 mg,Yes,14/06/2015,0,5,188
Certican 0.25 mg,Yes,15/06/2015,-11,10,187
Certican 0.25 mg,Yes,16/06/2015,-1,10,196
Certican 0.25 mg,Yes,17/06/2015,-13,0,183
Certican 0.25 mg,Yes,18/06/2015,-11,0,172
Certican 0.25 mg,Yes,19/06/2015,0,5,177
Certican 0.25 mg,Yes,20/06/2015,-3,10,184
Certican 0.25 mg,Yes,21/06/2015,-3,0,181
Certican 0.25 mg,Yes,22/06/2015,-2,0,179
Certican 0.25 mg,Yes,23/06/2015,-15,10,174
Certican 0.25 mg,Yes,24/06/2015,-12,15,177
Certican 0.25 mg,Yes,25/06/2015,-10,0,167
Certican 0.25 mg,Yes,26/06/2015,-4,10,173
Certican 0.25 mg,Yes,27/06/2015,-6,15,182
Certican 0.25 mg,Yes,28/06/2015,-4,0,178
Certican 0.25 mg,Yes,29/06/2015,-10,5,173
Certican 0.25 mg,Yes,30/06/2015,-6,10,177
Certican 0.25 mg,Yes,1/07/2015,-8,5,174
Certican 0.25 mg,Yes,2/07/2015,-6,0,168
Certican 0.25 mg,Yes,3/07/2015,-7,0,161
Certican 0.25 mg,Yes,4/07/2015,-14,15,162
Certican 0.25 mg,Yes,5/07/2015,-12,15,165
Certican 0.25 mg,Yes,6/07/2015,-7,0,158
Certican 0.25 mg,Yes,7/07/2015,-8,5,155
Certican 0.25 mg,Yes,8/07/2015,-15,15,155
Certican 0.25 mg,Yes,9/07/2015,-5,0,150
Certican 0.25 mg,Yes,10/07/2015,-9,15,156
Certican 0.25 mg,Yes,11/07/2015,-4,15,167
Certican 0.25 mg,Yes,12/07/2015,-14,15,168
Certican 0.25 mg,Yes,13/07/2015,-2,5,171
Certican 0.25 mg,Yes,14/07/2015,-13,15,173
Certican 0.25 mg,Yes,15/07/2015,-11,10,172
Certican 0.25 mg,Yes,16/07/2015,-5,0,167
Certican 0.25 mg,Yes,17/07/2015,-11,0,156
Certican 0.25 mg,Yes,18/07/2015,-14,10,152
Certican 0.25 mg,Yes,19/07/2015,-10,15,157
Certican 0.25 mg,Yes,20/07/2015,-8,0,149
Certican 0.25 mg,Yes,21/07/2015,-10,5,144
Certican 0.25 mg,Yes,22/07/2015,-6,10,148
Certican 0.25 mg,Yes,23/07/2015,-8,10,150
Certican 0.25 mg,Yes,24/07/2015,0,10,160
Certican 0.25 mg,Yes,25/07/2015,-10,15,165
Certican 0.25 mg,Yes,26/07/2015,-10,0,155
Certican 0.25 mg,Yes,27/07/2015,-11,15,159
Certican 0.25 mg,Yes,28/07/2015,-15,15,159
Certican 0.25 mg,Yes,29/07/2015,-12,10,157
Certican 0.25 mg,Yes,30/07/2015,-12,10,155
Certican 0.25 mg,Yes,31/07/2015,0,15,170
Certican 0.25 mg,Yes,1/08/2015,-6,15,179
Certican 0.25 mg,Yes,2/08/2015,-9,10,180
Certican 0.25 mg,Yes,3/08/2015,-2,15,193
Certican 0.25 mg,Yes,4/08/2015,-1,15,207
Certican 0.25 mg,Yes,5/08/2015,-2,10,215
Certican 0.25 mg,Yes,6/08/2015,-14,10,211
Certican 0.25 mg,Yes,7/08/2015,-6,0,205
Certican 0.25 mg,Yes,8/08/2015,-13,5,197
Certican 0.25 mg,Yes,9/08/2015,-10,15,202
Certican 0.25 mg,Yes,10/08/2015,0,15,217
Certican 0.25 mg,Yes,11/08/2015,-5,10,222
Certican 0.25 mg,Yes,12/08/2015,0,10,232
Certican 0.25 mg,Yes,13/08/2015,-9,5,228
Certican 0.25 mg,Yes,14/08/2015,-15,10,223
Certican 0.25 mg,Yes,15/08/2015,-2,15,236
Certican 0.25 mg,Yes,16/08/2015,-12,0,224
Certican 0.25 mg,Yes,17/08/2015,-5,15,234
Certican 0.25 mg,Yes,18/08/2015,-8,5,231
